912:904 Staré mapy	7 Geografie. Geologie. Vědy o Zemi	912 Mapy. Atlasy. Glóby
912:51 Matematická geografie	7 Geografie. Geologie. Vědy o Zemi	912 Mapy. Atlasy. Glóby
913 Regionální geografie	7 Geografie. Geologie. Vědy o Zemi	913 Regionální geografie
913(3) Geografie starověkého světa	7 Geografie. Geologie. Vědy o Zemi	913(3) Geografie starověkého světa
913(4) Geografie Evropy, reálie, cestování	7 Geografie. Geologie. Vědy o Zemi	913(4) Geografie Evropy, reálie, cestování
913(437) Geografie Česka a Slovenska, reálie, cestování	7 Geografie. Geologie. Vědy o Zemi	913(437) Geografie Česka a Slovenska, reálie, cestování
913(5) Geografie Asie, reálie, cestování	7 Geografie. Geologie. Vědy o Zemi	913(5) Geografie Asie, reálie, cestování
913(6) Geografie Afriky, reálie, cestování	7 Geografie. Geologie. Vědy o Zemi	913(6) Geografie Afriky, reálie, cestování
913(7) Geografie Severní Ameriky, reálie, cestování	7 Geografie. Geologie. Vědy o Zemi	913(7) Geografie Severní Ameriky, reálie, cestování
913(8) Geografie Jižní Ameriky, reálie, cestování	7 Geografie. Geologie. Vědy o Zemi	913(8) Geografie Jižní Ameriky, reálie, cestování
913(9) Geografie Oceánie, polárních oblastí, Austrálie, atd.	7 Geografie. Geologie. Vědy o Zemi	913(9) Geografie Oceánie, polárních oblastí, Austrálie, atd.
913:94 Historická geografie	7 Geografie. Geologie. Vědy o Zemi	913:94 Historická geografie
9 Geografie. Biografické studie. Dějiny	8 Historie a pomocné historické vědy. Biografické studie	9 Geografie. Biografické studie. Dějiny
902 Archeologie	8 Historie a pomocné historické vědy. Biografické studie	902 Archeologie
903 Pravěk	8 Historie a pomocné historické vědy. Biografické studie	903 Pravěk
904 Kulturní památky historického období obecně	8 Historie a pomocné historické vědy. Biografické studie	904 Kulturní památky historického období obecně
908 Studium oblastí a lokalit obecně	8 Historie a pomocné historické vědy. Biografické studie	908 Studium oblastí a lokalit obecně
908(437) Vlastivěda Česka a Slovenska	8 Historie a pomocné historické vědy. Biografické studie	908(437) Vlastivěda Česka a Slovenska
929 Biografie	8 Historie a pomocné historické vědy. Biografické studie	929 Biografie
929.5/.9 Genealogie. Heraldika. Šlechta. Vlajky	8 Historie a pomocné historické vědy. Biografické studie	929.5/.9 Genealogie. Heraldika. Šlechta. Vlajky
93/94 Dějiny (obecně)	8 Historie a pomocné historické vědy. Biografické studie	93/94 Dějiny (obecně)
94(100) Světové dějiny	8 Historie a pomocné historické vědy. Biografické studie	93/94 Dějiny (obecně)
94(100)"04/..." Dějiny středověku a novověku (obecně)	8 Historie a pomocné historické vědy. Biografické studie	93/94 Dějiny (obecně)
930 Historická věda. Pomocné vědy historické. Archivnictví	8 Historie a pomocné historické vědy. Biografické studie	930 Historická věda. Pomocné vědy historické. Archivnictví
930.85 Dějiny civilizace. Kulturní dějiny	8 Historie a pomocné historické vědy. Biografické studie	930.85 Dějiny civilizace. Kulturní dějiny
94(3) Dějiny zemí starověkého světa	8 Historie a pomocné historické vědy. Biografické studie	94(3) Dějiny zemí starověkého světa
94(4) Dějiny Evropy	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(41) Dějiny britských ostrovů	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(420/429) Dějiny Anglie a Walesu	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(430/439) Dějiny zemí střední Evropy	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(44/449.49) Dějiny Francie a Monaka	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(450/458.2) Dějiny Itálie a italských ostrovů, San Marina, Vatikánu a Malty94(46) Dějiny států a území na Pyrenejském poloostrově	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(47) Dějiny zemí východní Evropy	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(48) Dějiny skandinávských zemí	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(491.1/494.9) Dějiny ostatních evropských států	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(495/498) Dějiny států a území na Balkánském poloostrově	8 Historie a pomocné historické vědy. Biografické studie	94(4) Dějiny Evropy
94(437) Dějiny Česka a Slovenska	8 Historie a pomocné historické vědy. Biografické studie	94(437) Dějiny Česka a Slovenska
94(5) Dějiny Asie. Orient	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(510/519) Dějiny Číny, Mongolska a Koreje	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(520) Dějiny Japonska	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(53) Dějiny států a území na Arabském poloostrově	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(54) Dějiny států indického subkontinentu	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(55) Dějiny Íránu	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(560/569.5) Dějiny států západní Asie. Blízký východ	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(574/575.4) Dějiny států Střední Asie	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(581) Dějiny Afghánistánu	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(59) Dějiny států jihovýchodní Asie	8 Historie a pomocné historické vědy. Biografické studie	94(5) Dějiny Asie. Orient
94(6) Dějiny Afriky	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(61) Dějiny Tunisu a Libye	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(62) Dějiny Egypta a Súdánu	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(63) Dějiny Etiopie a Eritreje	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(64) Dějiny států a území severozápadní Afriky a přilehlých ostrovů	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(65) Dějiny Alžírska	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(66/67) Dějiny Afriky na jih od Sahary a států/území západní Afriky a přilehlých ostrovů	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(671/679) Dějiny států a území střední Afriky a přilehlých ostrovů. Rovníková Afrika	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(680/689.7) Dějiny států a území jižní Afriky	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(69) Dějiny afrických ostrovů v Indickém a jižním Atlantském oceánu	8 Historie a pomocné historické vědy. Biografické studie	94(6) Dějiny Afriky
94(7) Dějiny Severní a Střední Ameriky	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(71) Dějiny Kanady	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(72) Dějiny Střední Ameriky a Karibské oblasti	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(73) Dějiny Spojených států amerických	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(734) Dějiny severovýchodních států USA	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(735) Dějiny jihovýchodních států USA	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(736) Dějiny států jižní části středních USA	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(737) Dějiny států severní části středních USA	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(738) Dějiny západních států USA	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(739) Dějiny států na tichomořském pobřeží USA	8 Historie a pomocné historické vědy. Biografické studie	94(7) Dějiny Severní a Střední Ameriky
94(8) Dějiny Jižní Ameriky. Latinská Amerika	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(81) Dějiny Brazílie	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(82) Dějiny Argentiny	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(83) Dějiny Chile	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(84) Dějiny Bolívie	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(85) Dějiny Peru	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(861/866) Dějiny Kolumbie a Ekvádoru	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(87) Dějiny Venezuely	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(88) Dějiny Guayany a Surinamu	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(892/899) Dějiny Paraguaye a Uruguaye	8 Historie a pomocné historické vědy. Biografické studie	94(8) Dějiny Jižní Ameriky. Latinská Amerika
94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
94(931) Dějiny Nového Zélandu	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
94(932/935) Dějiny států a oblastí Melanésie	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
94(94) Dějiny Austrálie	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
94(954) Dějiny Papuy-Nové Guiney	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
94(961/968) Dějiny států a oblastí Polynésie a Mikronésie	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
94(97) Ostrovy Tichého oceánu	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
94(98/99) Dějiny území Arktidy a Antarktidy	8 Historie a pomocné historické vědy. Biografické studie	94(9) Dějiny Oceánie, Austrálie, Arktidy a Antarktidy
78 Hudba	9 Hudba	78 Hudba
78.01 Muzikologie. Dějiny hudby	9 Hudba	78 Hudba
78.07 Hudebníci, skladatelé a jiná hudební povolání	9 Hudba	78 Hudba
781 Hudební teorie	9 Hudba	78 Hudba
78.011.26 Populární hudba. Populární písně. Populární taneční hudba	9 Hudba	78.011.26 Populární hudba. Populární písně. Populární taneční hudba
78.03 Hudební styly, vlivy, školy	9 Hudba	78.03 Hudební styly, vlivy, školy
780.6 Hudební nástroje a příslušenství	9 Hudba	780.6 Hudební nástroje a příslušenství
782 Divadelní hudba. Opera, opereta, muzikál	9 Hudba	782 Divadelní hudba. Opera, opereta, muzikál
783 Církevní hudba. Duchovní hudba. Náboženská hudba	9 Hudba	783 Církevní hudba. Duchovní hudba. Náboženská hudba
784 Vokální hudba	9 Hudba	784 Vokální hudba
785 Instrumentální hudba. Symfonická hudba. Hudba pro více nástrojů	9 Hudba	785 Instrumentální hudba. Symfonická hudba. Hudba pro více nástrojů
786/789 Hudba pro jednotlivé nástroje	9 Hudba	785 Instrumentální hudba. Symfonická hudba. Hudba pro více nástrojů
786 Hudba pro klávesové nástroje	9 Hudba	785 Instrumentální hudba. Symfonická hudba. Hudba pro více nástrojů
787 Hudba pro strunné a smyčcové nástroje	9 Hudba	785 Instrumentální hudba. Symfonická hudba. Hudba pro více nástrojů
788 Hudba pro dechové nástroje	9 Hudba	785 Instrumentální hudba. Symfonická hudba. Hudba pro více nástrojů
789 Hudba pro bicí nástroje	9 Hudba	785 Instrumentální hudba. Symfonická hudba. Hudba pro více nástrojů
54 Chemie. Mineralogické vědy	10 Chemie. Krystalografie. Mineralogické vědy	54 Chemie. Mineralogické vědy
542 Praktická laboratorní chemie. Preparativní a experimentální chemie	10 Chemie. Krystalografie. Mineralogické vědy	54 Chemie. Mineralogické vědy
543 Analytická chemie	10 Chemie. Krystalografie. Mineralogické vědy	543 Analytická chemie
544 Fyzikální chemie	10 Chemie. Krystalografie. Mineralogické vědy	544 Fyzikální chemie
546 Anorganická chemie	10 Chemie. Krystalografie. Mineralogické vědy	546 Anorganická chemie
547 Organická chemie	10 Chemie. Krystalografie. Mineralogické vědy	547 Organická chemie
548 Krystalografie	10 Chemie. Krystalografie. Mineralogické vědy	548 Krystalografie
003 Systémy psaní a písma. Sémiotika (obecně)	11 Jazyk, lingvistika, literární věda	003 Systémy psaní a písma. Sémiotika (obecně)
80 Filologie	11 Jazyk, lingvistika, literární věda	80 Filologie
808 Literární styl. Literární činnost a technika. Efektivní využívání jazyka. Spisovatelská činnost	11 Jazyk, lingvistika, literární věda	808 Literární styl. Literární činnost a technika. Efektivní využívání jazyka. Spisovatelská činnost
81 Lingvistika. Jazyky	11 Jazyk, lingvistika, literární věda	81 Lingvistika. Jazyky
811.1/.8 Různé jazyky	11 Jazyk, lingvistika, literární věda	811.1/.8 Různé jazyky
811.11 Germánské jazyky	11 Jazyk, lingvistika, literární věda	811.11 Germánské jazyky
811.112 Západogermánské jazyky	11 Jazyk, lingvistika, literární věda	811.11 Germánské jazyky
811.111 Angličtina	11 Jazyk, lingvistika, literární věda	811.11 Germánské jazyky
811.112.2 Němčina	11 Jazyk, lingvistika, literární věda	811.11 Germánské jazyky
811.113 Severogermánské jazyky	11 Jazyk, lingvistika, literární věda	811.11 Germánské jazyky
811.13 Románské jazyky	11 Jazyk, lingvistika, literární věda	811.13 Románské jazyky
811.131 Italo-románské jazyky	11 Jazyk, lingvistika, literární věda	811.13 Románské jazyky
811.133 Galsko-románské jazyky	11 Jazyk, lingvistika, literární věda	811.13 Románské jazyky
811.133.1 Francouzština	11 Jazyk, lingvistika, literární věda	811.13 Románské jazyky
811.134 Iberorománské jazyky	11 Jazyk, lingvistika, literární věda	811.13 Románské jazyky
811.135 Balkánské románské jazyky	11 Jazyk, lingvistika, literární věda	811.13 Románské jazyky
811.111.8 Jazyky pidgin a kreolské jazyky	11 Jazyk, lingvistika, literární věda	811.111.8 Jazyky pidgin a kreolské jazyky
811.124 Latina	11 Jazyk, lingvistika, literární věda	811.124 Latina
811.14 Řečtina	11 Jazyk, lingvistika, literární věda	811.14 Řečtina
811.16 Slovanské jazyky	11 Jazyk, lingvistika, literární věda	811.16 Slovanské jazyky
811.161 Východoslovanské jazyky	11 Jazyk, lingvistika, literární věda	811.16 Slovanské jazyky
811.161.1 Ruština	11 Jazyk, lingvistika, literární věda	811.16 Slovanské jazyky
811.162 Západoslovanské jazyky	11 Jazyk, lingvistika, literární věda	811.16 Slovanské jazyky
811.163 Jihoslovanské jazyky	11 Jazyk, lingvistika, literární věda	811.16 Slovanské jazyky
811.162.3 Čeština	11 Jazyk, lingvistika, literární věda	811.162.3 Čeština
811.17 Baltské jazyky	11 Jazyk, lingvistika, literární věda	811.17 Baltské jazyky
811.18 Albánština	11 Jazyk, lingvistika, literární věda	811.18 Albánština
811.21/.22 Indoíránské jazyky	11 Jazyk, lingvistika, literární věda	811.21/.22 Indoíránské jazyky
811.34 Vymřelé jazyky neznámé klasifikace	11 Jazyk, lingvistika, literární věda	811.34 Vymřelé jazyky neznámé klasifikace
811.35 Kavkazské jazyky	11 Jazyk, lingvistika, literární věda	811.35 Kavkazské jazyky
811.41 Afroasijské (hamitosemitské) jazyky	11 Jazyk, lingvistika, literární věda	811.41 Afroasijské (hamitosemitské) jazyky
811.51 Uraloaltajské jazyky	11 Jazyk, lingvistika, literární věda	811.51 Uraloaltajské jazyky
811.58 Čínské jazyky	11 Jazyk, lingvistika, literární věda	811.58 Čínské jazyky
811.9 Umělé jazyky	11 Jazyk, lingvistika, literární věda	811.9 Umělé jazyky
82 Literatura. Literární život	11 Jazyk, lingvistika, literární věda	82 Literatura. Literární život
82:03 Literární slovníky, encyklopedie. Konkordance	11 Jazyk, lingvistika, literární věda	82 Literatura. Literární život
82:05 Literární revue, časopisy	11 Jazyk, lingvistika, literární věda	82 Literatura. Literární život
82:06 Literární organizace, soutěže	11 Jazyk, lingvistika, literární věda	82 Literatura. Literární život
