82:37 Literární výchovné programy	11 Jazyk, lingvistika, literární věda	82 Literatura. Literární život
82-1/-8 Literatura různých forem a žánrů (o ní)	11 Jazyk, lingvistika, literární věda	82-1/-8 Literatura různých forem a žánrů (o ní)
82-31/-34 Milostná, dobrodružná, fantastická próza (o ní)	11 Jazyk, lingvistika, literární věda	82-1/-8 Literatura různých forem a žánrů (o ní)
82-9 Literární kritika, věcná literatura a různé další žánry	11 Jazyk, lingvistika, literární věda	82-9 Literární kritika, věcná literatura a různé další žánry
82-93 Literatura pro děti a mládež (o ní)	11 Jazyk, lingvistika, literární věda	82-9 Literární kritika, věcná literatura a různé další žánry
82-97 Náboženská literatura. Duchovní literatura (o ní)	11 Jazyk, lingvistika, literární věda	82-9 Literární kritika, věcná literatura a různé další žánry
82.0 Literatura (teorie)	11 Jazyk, lingvistika, literární věda	82.0 Literatura (teorie)
821.09 Literatura v různých jazycích (o ní)	11 Jazyk, lingvistika, literární věda	821.09 Literatura v různých jazycích (o ní)
821.11.09 Germánské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.11.09 Germánské literatury (o nich)
821.111(73).09 Americká literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.11.09 Germánské literatury (o nich)
821.111.09 Anglická literatura, anglicky psaná (o ní)	11 Jazyk, lingvistika, literární věda	821.11.09 Germánské literatury (o nich)
821.112.2.09 Německá literatura, německy psaná (o ní)	11 Jazyk, lingvistika, literární věda	821.11.09 Germánské literatury (o nich)
821.13.09 Románské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.13.09 Románské literatury (o nich)
821.131.1.09 Italská literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.13.09 Románské literatury (o nich)
821.134.2.09 Španělská literatura, španělsky psaná (o ní)	11 Jazyk, lingvistika, literární věda	821.13.09 Románské literatury (o nich)
821.134.3.09 Portugalská literatura, portugalsky psaná (o ní)	11 Jazyk, lingvistika, literární věda	821.13.09 Románské literatury (o nich)
821.124.09 Latinská literatura, latinsky psaná (o ní)	11 Jazyk, lingvistika, literární věda	821.124.09 Latinská literatura, latinsky psaná (o ní)
821.14.09 Řecká literatura (středověká, novodobá) (o ní)	11 Jazyk, lingvistika, literární věda	821.14.09 Řecká literatura (středověká, novodobá) (o ní)
821.14'02.09 Řecká antická literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.14'02.09 Řecká antická literatura (o ní)
821.16.09 Slovanské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.163.09 Jihoslovanské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.161.09 Východoslovanské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.161.1.09 Ruská literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.162.09 Západoslovanské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.162.4.09 Slovenská literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.162.1.09 Polská literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.163.1.09 Staroslověnská literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.16.09 Slovanské literatury (o nich)
821.162.3.09 Česká literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.162.3.09 Česká literatura (o ní)
821.17.09 Baltské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.17.09 Baltské literatury (o nich)
821.41.09 Afroasijské (hamitosemitské) literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.41.09 Afroasijské (hamitosemitské) literatury (o nich)
821.432.09 Nigerokonžské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.432.09 Nigerokonžské literatury (o nich)
821.51.09 Uraloaltajské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.51.09 Uraloaltajské literatury (o nich)
821.521.09 Japonská literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.521.09 Japonská literatura (o ní)
821.531.09 Korejská literatura (o ní)	11 Jazyk, lingvistika, literární věda	821.531.09 Korejská literatura (o ní)
821.58.09 Sino-tibetské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.58.09 Sino-tibetské literatury (o nich)
821.62.09 Austronéské literatury (o nich)	11 Jazyk, lingvistika, literární věda	821.62.09 Austronéské literatury (o nich)
821.81/.82.09 Literatury severoamerických Indiánů (o nich)	11 Jazyk, lingvistika, literární věda	821.81/.82.09 Literatury severoamerických Indiánů (o nich)
821.873.09 Literatury andsko-rovníkových jazyků (o nich)	11 Jazyk, lingvistika, literární věda	821.873.09 Literatury andsko-rovníkových jazyků (o nich)
00 Věda. Všeobecnosti. Základy vědy a kultury. Vědecká práce	12 Knihovnictví, informatika, všeobecné, referenční literatura	00 Věda. Všeobecnosti. Základy vědy a kultury. Vědecká práce
08 Souborná díla	12 Knihovnictví, informatika, všeobecné, referenční literatura	00 Věda. Všeobecnosti. Základy vědy a kultury. Vědecká práce
01 Bibliografie. Katalogy	12 Knihovnictví, informatika, všeobecné, referenční literatura	01 Bibliografie. Katalogy
02 Knihovnictví. Informatika	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
021 Funkce, význam a využívání knihoven	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
022 Budovy, areály a zařízení knihoven	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
023 Řízení knihoven	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
024 Služby knihoven	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
025 Organizace knihoven a knihovních fondů	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
025.3/.4 Katalogizace. Selekční jazyky	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
026 Odborné/speciální knihovny	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
026/027 Knihovny	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
027 Univerzální knihovny. Veřejné knihovny. Soukromé knihovny	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
316.77 Informační věda	12 Knihovnictví, informatika, všeobecné, referenční literatura	02 Knihovnictví. Informatika
028 Čtení. Četba	12 Knihovnictví, informatika, všeobecné, referenční literatura	028 Čtení. Četba
030 Všeobecná příručková díla	12 Knihovnictví, informatika, všeobecné, referenční literatura	030 Všeobecná příručková díla
050 Seriálové publikace. Periodika	12 Knihovnictví, informatika, všeobecné, referenční literatura	050 Seriálové publikace. Periodika
06 Organizace všeobecné povahy	12 Knihovnictví, informatika, všeobecné, referenční literatura	06 Organizace všeobecné povahy
069 Muzea. Muzeologie. Muzejnictví. Výstavy	12 Knihovnictví, informatika, všeobecné, referenční literatura	069 Muzea. Muzeologie. Muzejnictví. Výstavy
070 Noviny. Tisk. Žurnalistika	12 Knihovnictví, informatika, všeobecné, referenční literatura	070 Noviny. Tisk. Žurnalistika
09 Rukopisy, prvotisky, staré tisky. Vzácná a pozoruhodná díla	12 Knihovnictví, informatika, všeobecné, referenční literatura	09 Rukopisy, prvotisky, staré tisky. Vzácná a pozoruhodná díla
093 Prvotisky	12 Knihovnictví, informatika, všeobecné, referenční literatura	09 Rukopisy, prvotisky, staré tisky. Vzácná a pozoruhodná díla
094 Staré tisky	12 Knihovnictví, informatika, všeobecné, referenční literatura	09 Rukopisy, prvotisky, staré tisky. Vzácná a pozoruhodná díla
094.5 Tisky (19. století)	12 Knihovnictví, informatika, všeobecné, referenční literatura	09 Rukopisy, prvotisky, staré tisky. Vzácná a pozoruhodná díla
095/096 Vzácná díla	12 Knihovnictví, informatika, všeobecné, referenční literatura	09 Rukopisy, prvotisky, staré tisky. Vzácná a pozoruhodná díla
655 Polygrafie. Vydavatelství a knižní obchod	12 Knihovnictví, informatika, všeobecné, referenční literatura	655 Polygrafie. Vydavatelství a knižní obchod
51 Matematika	13 Matematika	51 Matematika
510 Obecné úvahy o matematice	13 Matematika	51 Matematika
511 Teorie čísel	13 Matematika	511 Teorie čísel
511.1 Aritmetika	13 Matematika	511.1 Aritmetika
512 Algebra	13 Matematika	512 Algebra
514 Geometrie	13 Matematika	514 Geometrie
515.1 Topologie	13 Matematika	515.1 Topologie
517 Matematická analýza	13 Matematika	517 Matematická analýza
519.1/.8 Kombinatorika. Teorie grafů. Matematická statistika. Operační výzkum. Matematické modelování	13 Matematika	519.1/.8 Kombinatorika. Teorie grafů. Matematická statistika. Operační výzkum. Matematické modelování
61 Lékařské vědy. Lékařství	14 Lékařství	61 Lékařské vědy. Lékařství
616-092 Experimentální medicína	14 Lékařství	61 Lékařské vědy. Lékařství
611 Anatomie člověka a srovnávací anatomie	14 Lékařství	611 Anatomie člověka a srovnávací anatomie
612 Fyziologie člověka a srovnávací fyziologie	14 Lékařství	612 Fyziologie člověka a srovnávací fyziologie
613 Hygiena. Lidské zdraví	14 Lékařství	613 Hygiena. Lidské zdraví
614 Veřejné zdraví a hygiena	14 Lékařství	614 Veřejné zdraví a hygiena
614.8 Úrazy a jejich prevence	14 Lékařství	614 Veřejné zdraví a hygiena
614.84 Požáry. Ochrana před požáry	14 Lékařství	614 Veřejné zdraví a hygiena
615 Farmacie. Farmakologie	14 Lékařství	615 Farmacie. Farmakologie
615.8 Fyzioterapie. Psychoterapie. Alternativní lékařství	14 Lékařství	615.8 Fyzioterapie. Psychoterapie. Alternativní lékařství
616 Patologie. Klinická medicína	14 Lékařství	616 Patologie. Klinická medicína
616-053.2 Pediatrie	14 Lékařství	616-053.2 Pediatrie
616-053.9 Geriatrie	14 Lékařství	616-053.9 Geriatrie
616.31 Stomatologie	14 Lékařství	616.31 Stomatologie
616.89 Psychiatrie	14 Lékařství	616.89 Psychiatrie
617 Ortopedie. Chirurgie. Oftalmologie	14 Lékařství	617 Ortopedie. Chirurgie. Oftalmologie
618 Gynekologie. Porodnictví	14 Lékařství	618 Gynekologie. Porodnictví
32 Politika	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	32 Politika
322 Politika a náboženství. Vztahy mezi církví a státem	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	32 Politika
321 Politologie	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	32 Politika
Vnitřní politika	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Vnitřní politika
323 Vnitropolitický vývoj, politický život	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Vnitřní politika
324 Volby, volební kampaně, referenda	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Vnitřní politika
328 Zastupitelské orgány. Vlády. Politické systémy jednotlivých zemí	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Vnitřní politika
329 Politické strany a hnutí	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Vnitřní politika
Světová politika	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Světová politika
325 Mezinárodní migrace, exil, kolonizace	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Světová politika
327 Mezinárodní vztahy, světová politika	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	Světová politika
35 Veřejná správa	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	35 Veřejná správa
35.07 Organizace a řízení veřejné správy	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	35 Veřejná správa
351 Úkoly veřejné správy, správní opatření, legislativa	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	35 Veřejná správa
352/354 Stupně místní, oblastní a ústřední správy	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	35 Veřejná správa
355/359 Vojenství. Obrana země. Ozbrojené síly	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	355/359 Vojenství. Obrana země. Ozbrojené síly
356 Vojenská služba. Pěchota	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	355/359 Vojenství. Obrana země. Ozbrojené síly
357 Motorizované jednotky. Jezdectvo	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	355/359 Vojenství. Obrana země. Ozbrojené síly
358 Vojenské letectvo. Dělostřelectvo. Ženijní jednotky. Technické služby armády. Chemické vojsko	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	355/359 Vojenství. Obrana země. Ozbrojené síly
359 Vojenské námořnictvo a loďstvo	15 Politické vědy (Politologie, politika, veřejná správa, vojenství)	355/359 Vojenství. Obrana země. Ozbrojené síly
34 Právo	16 Právo	34 Právo
341 Mezinárodní právo	16 Právo	341 Mezinárodní právo
342 Ústavní právo. Správní právo	16 Právo	342 Ústavní právo. Správní právo
342.53 Zákonodárství	16 Právo	342 Ústavní právo. Správní právo
343 Trestní právo	16 Právo	343 Trestní právo
343.9 Kriminalistika	16 Právo	343 Trestní právo
344 Vojenské trestní právo	16 Právo	344 Vojenské trestní právo
346 Hospodářské právo	16 Právo	346 Hospodářské právo
347 Soukromé právo	16 Právo	347 Soukromé právo
347.7 Obchodní právo. Finanční právo. Právo průmyslového vlastnictví. Patentové právo. Autorské právo	16 Právo	347 Soukromé právo
347.9 Občanské soudní řízení. Soudnictví	16 Právo	347.9 Občanské soudní řízení. Soudnictví
349 Pracovní, sociální, stavební právo. Právo životního prostředí	16 Právo	349 Pracovní, sociální, stavební právo. Právo životního prostředí
133 Ezoterismus. Okultismus	17 Psychologie	133 Ezoterismus. Okultismus
159.9 Psychologie	17 Psychologie	159.9 Psychologie
159.92 Vývojová psychologie. Individuální psychologie	17 Psychologie	159.9 Psychologie
159.929 Srovnávací psychologie	17 Psychologie	159.9 Psychologie
159.93/.94 Senzorické a motorické funkce. Emoce. Vůle	17 Psychologie	159.9 Psychologie
159.95 Vyšší duševní procesy	17 Psychologie	159.9 Psychologie
159.96 Zvláštní duševní stavy a procesy. Hlubinná psychologie	17 Psychologie	159.9 Psychologie
159.97 Psychopatologie	17 Psychologie	159.97 Psychopatologie
159.98 Aplikovaná psychologie	17 Psychologie	159.98 Aplikovaná psychologie
061.2 Nevládní organizace a kooperace	18 Sociologie	061.2 Nevládní organizace a kooperace
3 Společenské vědy	18 Sociologie	3 Společenské vědy
308 Sociografie	18 Sociologie	308 Sociografie
314 Demografie. Populace	18 Sociologie	314 Demografie. Populace
316 Sociologie	18 Sociologie	316 Sociologie
316.3 Globální společnosti. Sociální struktura. Sociální skupiny	18 Sociologie	316 Sociologie
316.33 Ekonomická sociologie. Sociologie institucí, lidských sídel a komunit	18 Sociologie	316 Sociologie
316.4 Sociální procesy	18 Sociologie	316.4 Sociální procesy
316.4/.7 Sociální interakce. Sociální komunikace	18 Sociologie	316.4/.7 Sociální interakce. Sociální komunikace
316.36 Manželství a rodina. Sexuální vztahy	18 Sociologie	316.36 Manželství a rodina. Sexuální vztahy
326 Otroctví	18 Sociologie	326 Otroctví
343.8 Vězeňství	18 Sociologie	343.8 Vězeňství
343.97 Kriminologie	18 Sociologie	343.97 Kriminologie
36 Zajištění duševních a materiálních potřeb	18 Sociologie	36 Zajištění duševních a materiálních potřeb
364 Sociální problémy vyžadující podporu a pomoc. Sociální zabezpečení	18 Sociologie	36 Zajištění duševních a materiálních potřeb
364-1/-7 Druhy sociální pomoci a služeb	18 Sociologie	36 Zajištění duševních a materiálních potřeb
364.3 Sociální pojištění. Zdravotní pojištění. Důchody	18 Sociologie	36 Zajištění duševních a materiálních potřeb
365 Požadavky na bydlení a jejich uspokojování	18 Sociologie	365 Požadavky na bydlení a jejich uspokojování
366 Ochrana spotřebitele. Chování spotřebitele	18 Sociologie	366 Ochrana spotřebitele. Chování spotřebitele
649 Domácí péče o děti, nemocné a hosty	18 Sociologie	649 Domácí péče o děti, nemocné a hosty
62 Technika všeobecně	19 Technika	62 Technika všeobecně
620.1/.2 Nauka o materiálu	19 Technika	62 Technika všeobecně
621.039 Jaderná technika	19 Technika	62 Technika všeobecně
620.9 Energetika	19 Technika	620.9 Energetika
621 Strojírenství	19 Technika	621 Strojírenství
621.3 Elektrotechnika	19 Technika	621.3 Elektrotechnika
621.38 Elektronika	19 Technika	621.3 Elektrotechnika
621.39 Sdělovací technika	19 Technika	621.3 Elektrotechnika
622 Hornictví	19 Technika	622 Hornictví
623 Vojenská technika	19 Technika	623 Vojenská technika
624 Stavební inženýrství	19 Technika	624 Stavební inženýrství
625 Pozemní komunikace. Železniční stavitelství	19 Technika	624 Stavební inženýrství
626/627 Vodní stavitelství. Vodní hospodářství	19 Technika	626/627 Vodní stavitelství. Vodní hospodářství
628 Sanitární technika. Vodárenství. Odpadové hospodářství. Světelná technika	19 Technika	628 Sanitární technika. Vodárenství. Odpadové hospodářství. Světelná technika
629 Dopravní prostředky	19 Technika	629 Dopravní prostředky
629.056.2 Astronomická navigace	19 Technika	629 Dopravní prostředky
64 Domácí hospodářství	19 Technika	64 Domácí hospodářství
641 Kuchařství. Potraviny. Vařená jídla	19 Technika	64 Domácí hospodářství
642 Číšnictví. Servírování	19 Technika	64 Domácí hospodářství
643 Byt. Místnosti. Vybavení bytu	19 Technika	64 Domácí hospodářství
644 Bytové zařízení (sanitární)	19 Technika	64 Domácí hospodářství
645 Nábytek	19 Technika	64 Domácí hospodářství
646 Odívání. Péče o tělo	19 Technika	64 Domácí hospodářství
64-051 Domácí personál	19 Technika	64 Domácí hospodářství
648 Praní. Čištění	19 Technika	64 Domácí hospodářství
640.4 Hotelnictví. Stravování	19 Technika	640.4 Hotelnictví. Stravování
664 Potravinářský průmysl	19 Technika	664 Potravinářský průmysl
663 Průmysl nápojů. Kvasný průmysl. Průmysl pochutin	19 Technika	664 Potravinářský průmysl
666 Sklářství. Keramika. Cement	19 Technika	666 Sklářství. Keramika. Cement
669 Metalurgie	19 Technika	669 Metalurgie
66 Chemický průmysl. Chemická technologie	19 Technika	66 Chemický průmysl. Chemická technologie
661 Chemikálie	19 Technika	66 Chemický průmysl. Chemická technologie
662 Výbušniny. Paliva	19 Technika	66 Chemický průmysl. Chemická technologie
665 Oleje. Tuky. Vosky. Pojiva. Pryskyřice	19 Technika	66 Chemický průmysl. Chemická technologie
667 Průmysl barviv	19 Technika	66 Chemický průmysl. Chemická technologie
674 Dřevo. Dřevařský průmysl	19 Technika	674 Dřevo. Dřevařský průmysl
676 Papírenský průmysl	19 Technika	676 Papírenský průmysl
677 Textilní průmysl	19 Technika	677 Textilní průmysl
678 Průmysl makromolekulárních látek. Gumárenský průmysl. Průmysl plastů	19 Technika	678 Průmysl makromolekulárních látek. Gumárenský průmysl. Průmysl plastů
681.5 Automatizační a řídicí technika	19 Technika	681.5 Automatizační a řídicí technika
687 Oděvní průmysl. Kosmetika. Kadeřnictví. Péče o vzhled	19 Technika	687 Oděvní průmysl. Kosmetika. Kadeřnictví. Péče o vzhled
67/68 Řemesla. Různá odvětví průmyslu	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
671 Předměty z drahých kovů	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
672 Předměty ze železa a oceli	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
673 Předměty z neželezných kovů	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
675 Kožedělný průmysl	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
679 Výroba kabelů, provazů a lan. Průmysl kamene	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
681 Přesná mechanika a přístroje	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
682 Kovářství	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
683 Železářství. Zámečnictví. Topná zařízení	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
684 Nábytkářský průmysl	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
685 Zpracování kůže. Obuvnictví	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
686 Knihařství. Sklenářství. Kancelářské potřeby	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
688 Dekorační předměty. Hračky. Galanterie	19 Technika	67/68 Řemesla. Různá odvětví průmyslu
69 Stavebnictví	19 Technika	69 Stavebnictví
691 Stavební hmoty	19 Technika	69 Stavebnictví
692 Konstrukční prvky a části staveb	19 Technika	69 Stavebnictví
693 Zednické práce	19 Technika	69 Stavebnictví
694 Dřevěné stavby. Tesařství. Truhlářství	19 Technika	69 Stavebnictví
696 Instalace v budovách	19 Technika	69 Stavebnictví
697 Vytápění, větrání, klimatizace	19 Technika	69 Stavebnictví
698 Dokončovací práce	19 Technika	69 Stavebnictví
699.8 Ochrana budov	19 Technika	69 Stavebnictví
79 Rekreace. Volný čas. Zábava. Hry. Sport	20 Tělesná výchova a sport. Rekreace	79 Rekreace. Volný čas. Zábava. Hry. Sport
613.7 Zdraví a hygiena volného času, rekreace a spánku	20 Tělesná výchova a sport. Rekreace	79 Rekreace. Volný čas. Zábava. Hry. Sport
793 Společenská zábava	20 Tělesná výchova a sport. Rekreace	793 Společenská zábava
794 Deskové a stolní hry, logické hry, hry zručnosti	20 Tělesná výchova a sport. Rekreace	794 Deskové a stolní hry, logické hry, hry zručnosti
794.9 Hry závislé na náhodě	20 Tělesná výchova a sport. Rekreace	794 Deskové a stolní hry, logické hry, hry zručnosti
796 Sport. Hry. Tělesná cvičení	20 Tělesná výchova a sport. Rekreace	796 Sport. Hry. Tělesná cvičení
797 Vodní sporty. Letecké sporty	20 Tělesná výchova a sport. Rekreace	797 Vodní sporty. Letecké sporty
798 Jezdectví. Sporty se zvířaty	20 Tělesná výchova a sport. Rekreace	798 Jezdectví. Sporty se zvířaty
799 Sportovní rybolov. Lovecký sport. Sportovní střelba	20 Tělesná výchova a sport. Rekreace	799 Sportovní rybolov. Lovecký sport. Sportovní střelba
71 Územní plánování. Urbanismus. Památková péče	21 Umění, architektura	71 Územní plánování. Urbanismus. Památková péče
72/76 Výtvarné umění	21 Umění, architektura	72/76 Výtvarné umění
7.01/.09 Umění	21 Umění, architektura	72/76 Výtvarné umění
72 Architektura	21 Umění, architektura	72/76 Výtvarné umění
73 Sochařství, keramika, porcelán, umělecké zpracování kovů	21 Umění, architektura	72/76 Výtvarné umění
74 Kresba. Umělecká řemesla	21 Umění, architektura	72/76 Výtvarné umění
75 Malířství	21 Umění, architektura	72/76 Výtvarné umění
76 Grafické umění. Grafika	21 Umění, architektura	72/76 Výtvarné umění
77 Fotografie. Fotografické postupy	21 Umění, architektura	77 Fotografie. Fotografické postupy
37 Výchova a vzdělávání	22 Výchova a vzdělávání	37 Výchova a vzdělávání
37.014 Vzdělávací a výchovná politika	22 Výchova a vzdělávání	37 Výchova a vzdělávání
37.016 Učební osnovy. Vyučovací předměty. Učebnice	22 Výchova a vzdělávání	37 Výchova a vzdělávání
37.09 Organizace výuky a vzdělávání	22 Výchova a vzdělávání	37 Výchova a vzdělávání
373.2/.3 Předškolní a primární výchova a vzdělávání	22 Výchova a vzdělávání	373.2/.3 Předškolní a primární výchova a vzdělávání
373.5 Střední školy	22 Výchova a vzdělávání	373.5 Střední školy
374 Výchova a vzdělávání dospělých. Mimoškolní výchova a vzdělávání	22 Výchova a vzdělávání	374 Výchova a vzdělávání dospělých. Mimoškolní výchova a vzdělávání
376 Výchova a vzdělávání zvláštních skupin osob	22 Výchova a vzdělávání	376 Výchova a vzdělávání zvláštních skupin osob
377 Odborné vzdělávání	22 Výchova a vzdělávání	377 Odborné vzdělávání
378 Vysoké školy	22 Výchova a vzdělávání	378 Vysoké školy
004 Počítačová věda. Výpočetní technika. Informační technologie	23 Výpočetní technika	004 Počítačová věda. Výpočetní technika. Informační technologie
004.2 Počítačová architektura	23 Výpočetní technika	004.2 Počítačová architektura
004.3 Počítače. Hardware	23 Výpočetní technika	004.3 Počítače. Hardware
004.4/.6 Programování. Software	23 Výpočetní technika	004.4/.6 Programování. Software
004.7 Počítačové sítě	23 Výpočetní technika	004.7 Počítačové sítě
004.8 Umělá inteligence	23 Výpočetní technika	004.8 Umělá inteligence
004.9 Speciální počítačové metody. Počítačová grafika	23 Výpočetní technika	004.9 Speciální počítačové metody. Počítačová grafika
007 Teorie systémů. Automatické systémy. Informační systémy. Kybernetika	23 Výpočetní technika	007 Teorie systémů. Automatické systémy. Informační systémy. Kybernetika
63 Zemědělství a příbuzné oblasti vědy a techniky	24 Zemědělství	63 Zemědělství a příbuzné oblasti vědy a techniky
631 Zemědělství. Pedologie. Agrotechnika. Agroekologie	24 Zemědělství	63 Zemědělství a příbuzné oblasti vědy a techniky
632 Ochrana rostlin. Fytopatologie	24 Zemědělství	63 Zemědělství a příbuzné oblasti vědy a techniky
630 Lesnictví	24 Zemědělství	630 Lesnictví
633 Rostlinná výroba	24 Zemědělství	633 Rostlinná výroba
634 Ovocnářství	24 Zemědělství	634 Ovocnářství
635 Zahrádkářství	24 Zemědělství	635 Zahrádkářství
636 Chov zvířat. Živočišná výroba	24 Zemědělství	636 Chov zvířat. Živočišná výroba
636.09 Veterinární lékařství	24 Zemědělství	636.09 Veterinární lékařství
637 Živočišné produkty	24 Zemědělství	637 Živočišné produkty
638 Včelařství	24 Zemědělství	638 Včelařství
639.1 Myslivost	24 Zemědělství	639.1 Myslivost
639.2/.6 Rybářství	24 Zemědělství	639.2/.6 Rybářství
712 Plánování krajiny. Parky. Zahrady	24 Zemědělství	712 Plánování krajiny. Parky. Zahrady
821-1/-8 Literatura různých forem a žánrů	25 Beletrie	821-1/-8 Literatura různých forem a žánrů
821-97 Náboženská literatura. Duchovní literatura	25 Beletrie	821-97 Náboženská literatura. Duchovní literatura
821-31/-34 Milostná, dobrodružná, fantastická próza	25 Beletrie	821-31/-34 Milostná, dobrodružná, fantastická próza
821 Literatura v různých jazycích	25 Beletrie	821 Literatura v různých jazycích
821.11 Germánské literatury	25 Beletrie	821.11 Germánské literatury
821.111 Anglická literatura, anglicky psaná	25 Beletrie	821.111 Anglická literatura, anglicky psaná
821.111-1 Anglická poezie, anglicky psaná	25 Beletrie	821.111 Anglická literatura, anglicky psaná
821.111-2 Anglické drama, anglicky psané	25 Beletrie	821.111 Anglická literatura, anglicky psaná
821.111-3 Anglická próza, anglicky psaná	25 Beletrie	821.111 Anglická literatura, anglicky psaná
821.111(73) Americká literatura	25 Beletrie	821.111(73) Americká literatura
821.111(73)-1 Americká poezie	25 Beletrie	821.111(73) Americká literatura
821.111(73)-2 Americké drama	25 Beletrie	821.111(73) Americká literatura
821.111(73)-3 Americká próza	25 Beletrie	821.111(73) Americká literatura
821.112.2 Německá literatura, německy psaná	25 Beletrie	821.112.2 Německá literatura, německy psaná
821.112.2-1 Německá poezie, německy psaná	25 Beletrie	821.112.2 Německá literatura, německy psaná
821.112.2-2 Německé drama, německy psané	25 Beletrie	821.112.2 Německá literatura, německy psaná
821.112.2-3 Německá próza, německy psaná	25 Beletrie	821.112.2 Německá literatura, německy psaná
821.124 Latinská literatura, latinsky psaná	25 Beletrie	821.124 Latinská literatura, latinsky psaná
821.124-1 Latinská poezie, latinsky psaná	25 Beletrie	821.124 Latinská literatura, latinsky psaná
821.124-2 Latinské drama, latinsky psané	25 Beletrie	821.124 Latinská literatura, latinsky psaná
821.124-3 Latinská próza, latinsky psaná	25 Beletrie	821.124 Latinská literatura, latinsky psaná
821.13 Románské literatury	25 Beletrie	821.13 Románské literatury
821.131.1 Italská literatura	25 Beletrie	821.131.1 Italská literatura
821.131.1-1 Italská poezie	25 Beletrie	821.131.1 Italská literatura
821.131.1-2 Italské drama	25 Beletrie	821.131.1 Italská literatura
821.131.1-3 Italská próza	25 Beletrie	821.131.1 Italská literatura
821.133.1 Francouzská literatura, francouzsky psaná	25 Beletrie	821.133.1 Francouzská literatura, francouzsky psaná
